chr= 1A
marker	composite	KPxKC_2012_1A	SynOp_GBS_antmap_1A	SynOp_GBS_binmap_1A	wsnp2013_1A
synopGBS107545	79.83	NA	119	NA
synopGBS111094	79.83	NA	119	NA
synopGBS129910	79.83	NA	120	NA
synopGBS103821	79.83	NA	120	NA
IWA1441	80.48	NA	NA	81.03
IWA1443	80.48	NA	NA	81.03
synopGBS103138	80.83	NA	122	NA
synopGBS105553	80.83	NA	122	NA
synopGBS105554	80.83	NA	122	NA
synopGBS105555	80.83	NA	122	NA
synopGBS105556	80.83	NA	122	NA
synopGBS110668	80.83	NA	122	NA
synopGBS110669	80.83	NA	122	NA
synopGBS124925	80.83	NA	122	NA
synopGBS105342	80.83	NA	122	NA
synopGBS112122	80.83	NA	122	NA
synopGBS117056	81.83	NA	123	NA
synopGBS101533	81.83	NA	123	NA
synopGBS101534	81.83	NA	123	NA
synopGBS101535	81.83	NA	123	NA
synopGBS113811	81.83	NA	123	NA
synopGBS123838	81.83	NA	123	NA
synopGBS128153	81.83	NA	123	NA
synopGBS106486	81.83	NA	123	NA
synopGBS126118	82.83	NA	124	NA
synopGBS1165	82.91	59.18	125	NA
synopGBS126253	83.91	NA	126	NA
synopGBS116129	83.91	NA	126	NA
synopGBS120863	83.91	NA	126	NA
synopGBS115554	83.98	NA	127	NA
synopGBS123033	83.98	NA	127	NA
synopGBS123034	83.98	NA	127	NA
synopGBS114927	83.98	NA	127	NA
synopGBS108945	83.98	NA	127	NA
synopGBS103604	84.98	NA	128	NA
synopGBS112883	84.98	NA	128	NA
synopGBS112884	84.98	NA	128	NA
IWA2500	85.23	NA	NA	85.78
IWA5179	85.8	NA	NA	86.35
IWA8262	85.8	NA	NA	86.35
IWA7668	85.8	NA	NA	86.35
synopGBS127866	85.98	NA	129	NA
synopGBS127867	85.98	NA	129	NA
synopGBS127868	85.98	NA	129	NA
synopGBS127869	85.98	NA	129	NA
synopGBS122553	85.98	NA	129	NA
synopGBS1315	86.98	63.25	130	NA
synopGBS106378	86.98	NA	130	NA
synopGBS119830	86.98	NA	130	NA
synopGBS119831	86.98	NA	130	NA
synopGBS119832	86.98	NA	130	NA
IWA7791	87.38	NA	NA	87.93
IWA7963	87.38	NA	NA	87.93
synopGBS107461	87.98	NA	131	NA
synopGBS128091	87.98	NA	131	NA
synopGBS108925	87.98	NA	131	NA
synopGBS119470	87.98	NA	131	NA
synopGBS102401	88.98	NA	132	NA
synopGBS114207	88.98	NA	132	NA
synopGBS103865	88.98	NA	132	NA
IWA3800	89.59	NA	NA	90.14
synopGBS1269	89.76	66.03	133	NA
synopGBS281	89.76	66.03	132	NA
synopGBS122309	89.76	NA	133	NA
synopGBS100597	89.76	NA	133	NA
synopGBS100598	89.76	NA	133	NA
synopGBS102094	89.76	NA	133	NA
synopGBS102095	89.76	NA	133	NA
synopGBS108147	89.76	NA	134	NA
synopGBS129563	89.76	NA	134	NA
synopGBS108766	89.76	NA	134	NA
synopGBS108767	89.76	NA	134	NA
synopGBS108768	89.76	NA	134	NA
synopGBS116190	89.76	NA	136	NA
synopGBS123638	89.76	NA	136	NA
synopGBS125663	89.76	NA	137	NA
IWA1460	90.37	NA	NA	90.92
synopGBS524	90.65	66.92	137	NA
synopGBS121775	92.17	NA	140	NA
synopGBS105674	92.17	NA	140	NA
synopGBS114170	92.17	NA	141	NA
synopGBS382	93.17	69.44	141	NA
synopGBS104485	93.17	NA	142	NA
synopGBS104486	93.17	NA	142	NA
synopGBS117943	93.17	NA	142	NA
synopGBS126604	93.17	NA	142	NA
synopGBS112893	93.17	NA	142	NA
synopGBS112894	93.17	NA	142	NA
synopGBS112895	93.17	NA	142	NA
synopGBS117983	94.17	NA	143	NA
IWA4820	94.64	NA	NA	95.19
IWA5551	94.64	NA	NA	95.19
IWA5552	94.64	NA	NA	95.19
synopGBS113065	96.11	NA	145	NA
IWA7989	96.13	NA	NA	96.68
IWA8395	97.43	NA	NA	97.98
IWA6718	98.85	NA	NA	99.4
synopGBS1118	99.11	75.38	148	NA
IWA4057	99.36	NA	NA	99.91
IWA1775	101.5	NA	NA	102.05
IWA2255	101.5	NA	NA	102.05
IWA1465	102.05	NA	NA	102.6
IWA1466	102.05	NA	NA	102.6
IWA1780	103.82	NA	NA	104.37
synopGBS114132	104.75	NA	154	NA
synopGBS108133	104.75	NA	155	NA
synopGBS109696	104.75	NA	155	NA
synopGBS128936	104.75	NA	155	NA
synopGBS102893	104.75	NA	155	NA
synopGBS129100	104.75	NA	155	NA
synopGBS106151	104.75	NA	155	NA
synopGBS106152	104.75	NA	155	NA
synopGBS106153	104.75	NA	155	NA
synopGBS106154	104.75	NA	155	NA
synopGBS127476	104.75	NA	155	NA
synopGBS104195	104.75	NA	156	NA
synopGBS104196	104.75	NA	156	NA
synopGBS104197	104.75	NA	156	NA
synopGBS111688	104.75	NA	156	NA
synopGBS105805	104.75	NA	156	NA
synopGBS115323	104.75	NA	156	NA
synopGBS129099	104.75	NA	156	NA
synopGBS118367	104.75	NA	157	NA
synopGBS128661	104.75	NA	157	NA
synopGBS128662	104.75	NA	157	NA
synopGBS113704	104.75	NA	157	NA
synopGBS107859	104.75	NA	157	NA
synopGBS101847	104.75	NA	158	NA
synopGBS106280	104.75	NA	158	NA
synopGBS116445	104.75	NA	158	NA
synopGBS116446	104.75	NA	158	NA
IWA3087	104.83	NA	NA	105.38
IWA4103	105.74	NA	NA	106.29
synopGBS107616	105.75	NA	159	NA
synopGBS128935	105.75	NA	160	NA
IWA6784	106.66	NA	NA	107.21
synopGBS303	106.75	83.02	160	NA
synopGBS385	106.75	83.02	160	NA
synopGBS386	106.75	83.02	160	NA
synopGBS124449	106.75	NA	161	NA
synopGBS120048	106.75	NA	163	NA
synopGBS915	107.59	83.86	166	NA
synopGBS99	107.59	83.86	166	NA
synopGBS126351	107.59	NA	166	NA
synopGBS103768	107.59	NA	166	NA
synopGBS103769	107.59	NA	166	NA
synopGBS127964	107.59	NA	166	NA
synopGBS104798	107.59	NA	166	NA
synopGBS114914	107.59	NA	166	NA
synopGBS117022	107.59	NA	166	NA
synopGBS115388	107.59	NA	167	NA
synopGBS115389	107.59	NA	167	NA
IWA4793	107.99	NA	NA	108.54
IWA6459	107.99	NA	NA	108.54
synopGBS102785	108.43	NA	168	NA
synopGBS104736	108.43	NA	168	NA
synopGBS104737	108.43	NA	168	NA
synopGBS110086	108.43	NA	168	NA
synopGBS110087	108.43	NA	168	NA
synopGBS110088	108.43	NA	168	NA
synopGBS110089	108.43	NA	168	NA
synopGBS121701	108.43	NA	168	NA
synopGBS122930	108.43	NA	168	NA
synopGBS128834	108.43	NA	168	NA
synopGBS128835	108.43	NA	168	NA
synopGBS129101	108.43	NA	168	NA
synopGBS109089	108.43	NA	168	NA
synopGBS117596	108.43	NA	168	NA
synopGBS117597	108.43	NA	168	NA
synopGBS125172	108.43	NA	168	NA
synopGBS1126	109.43	84.8	170	NA
synopGBS1018	109.43	85.7	169	NA
synopGBS109717	109.43	NA	169	NA
synopGBS109718	109.43	NA	169	NA
synopGBS109719	109.43	NA	169	NA
synopGBS129102	109.43	NA	169	NA
synopGBS107894	109.43	NA	169	NA
synopGBS120467	109.43	NA	169	NA
synopGBS101513	109.43	NA	169	NA
synopGBS101514	109.43	NA	169	NA
synopGBS101515	109.43	NA	169	NA
synopGBS105422	109.43	NA	169	NA
synopGBS122181	109.43	NA	170	NA
IWA2634	109.54	NA	NA	110.09
IWA8508	110.04	NA	NA	110.59
synopGBS1356	110.33	85.7	170	NA
IWA4318	111.63	NA	NA	112.18
IWA3905	112.72	NA	NA	113.27
synopGBS835	112.96	88.33	174	NA
IWA3264	113.29	NA	NA	113.84
IWA7408	113.29	NA	NA	113.84
IWA8375	113.29	NA	NA	113.84
synopGBS118412	113.43	NA	174	NA
synopGBS124665	113.43	NA	174	NA
synopGBS103516	113.43	NA	174	NA
synopGBS103686	113.43	NA	174	NA
synopGBS105528	113.43	NA	174	NA
synopGBS106022	113.43	NA	174	NA
synopGBS106023	113.43	NA	174	NA
synopGBS106024	113.43	NA	174	NA
synopGBS127228	113.43	NA	174	NA
synopGBS101397	113.43	NA	174	NA
synopGBS113044	113.43	NA	174	NA
synopGBS115367	113.43	NA	174	NA
synopGBS115368	113.43	NA	174	NA
synopGBS120871	113.43	NA	174	NA
synopGBS122415	113.43	NA	174	NA
synopGBS108498	113.43	NA	174	NA
synopGBS108499	113.43	NA	174	NA
IWA4211	113.95	NA	NA	114.5
IWA8470	113.95	NA	NA	114.5
synopGBS125603	113.96	NA	175	NA
synopGBS125604	113.96	NA	175	NA
synopGBS125605	113.96	NA	175	NA
synopGBS125606	113.96	NA	175	NA
synopGBS105942	113.96	NA	175	NA
synopGBS109079	113.96	NA	175	NA
synopGBS102811	113.96	NA	175	NA
synopGBS117257	113.96	NA	175	NA
synopGBS122938	113.96	NA	175	NA
synopGBS107867	113.96	NA	175	NA
synopGBS112929	113.96	NA	175	NA
synopGBS102434	113.96	NA	175	NA
synopGBS102435	113.96	NA	175	NA
synopGBS108900	113.96	NA	175	NA
synopGBS108901	113.96	NA	175	NA
synopGBS107411	113.96	NA	175	NA
synopGBS120111	113.96	NA	175	NA
synopGBS125036	114.66	NA	176	NA
synopGBS118609	114.66	NA	176	NA
synopGBS102383	114.66	NA	176	NA
synopGBS107412	114.66	NA	176	NA
synopGBS107500	114.66	NA	176	NA
synopGBS101645	114.66	NA	176	NA
synopGBS101646	114.66	NA	176	NA
synopGBS101647	114.66	NA	176	NA
synopGBS111973	115.66	NA	177	NA
synopGBS119534	115.66	NA	177	NA
synopGBS235	116.66	92.03	178	NA
synopGBS646	116.66	92.03	178	NA
synopGBS101110	116.66	NA	178	NA
synopGBS1229	117.57	92.94	182	NA
synopGBS1230	117.57	92.94	182	NA
synopGBS108729	117.57	NA	182	NA
IWA1797	118.03	NA	NA	118.58
IWA3432	118.03	NA	NA	118.58
IWA5835	118.03	NA	NA	118.58
IWA5836	118.03	NA	NA	118.58
synopGBS116137	118.57	NA	183	NA
synopGBS108843	118.57	NA	183	NA
synopGBS128593	118.57	NA	183	NA
synopGBS128594	118.57	NA	183	NA
synopGBS128595	118.57	NA	183	NA
synopGBS128596	118.57	NA	183	NA
synopGBS102267	119.57	NA	184	NA
synopGBS112103	119.57	NA	184	NA
synopGBS118504	120.57	NA	185	NA
synopGBS114093	121.57	NA	186	NA
IWA3444	122.07	NA	NA	122.62
synopGBS117881	122.57	NA	187	NA
synopGBS104867	122.57	NA	187	NA
synopGBS116774	123.57	NA	188	NA
synopGBS116775	123.57	NA	188	NA
synopGBS219	125.13	100.5	190	NA
synopGBS100669	125.13	NA	195	NA
synopGBS111724	125.13	NA	195	NA
synopGBS111725	125.13	NA	195	NA
synopGBS114925	125.13	NA	195	NA
synopGBS106358	125.13	NA	195	NA
synopGBS111541	125.13	NA	195	NA
synopGBS111542	125.13	NA	195	NA
synopGBS844	126.05	101.42	195	NA
synopGBS1472	126.88	102.25	199	NA
synopGBS1473	126.88	102.25	199	NA
synopGBS127366	127.78	NA	199	NA
synopGBS109530	127.78	NA	199	NA
synopGBS123758	127.78	NA	199	NA
synopGBS110798	127.78	NA	199	NA
synopGBS127606	127.78	NA	199	NA
synopGBS102431	127.78	NA	199	NA
synopGBS101547	127.78	NA	199	NA
synopGBS105566	127.78	NA	199	NA
synopGBS105567	127.78	NA	199	NA
synopGBS105568	127.78	NA	199	NA
synopGBS102672	127.78	NA	199	NA
synopGBS102673	127.78	NA	199	NA
synopGBS117988	127.78	NA	200	NA
synopGBS100454	127.78	NA	200	NA
synopGBS124857	127.78	NA	200	NA
synopGBS121110	128.78	NA	201	NA
synopGBS124073	128.78	NA	201	NA
synopGBS100757	128.78	NA	201	NA
synopGBS109820	128.78	NA	201	NA
synopGBS124745	129.78	NA	202	NA
synopGBS124746	129.78	NA	202	NA
synopGBS102627	129.78	NA	202	NA
synopGBS102628	129.78	NA	202	NA
synopGBS112391	129.78	NA	202	NA
synopGBS114305	129.78	NA	202	NA
synopGBS114306	129.78	NA	202	NA
synopGBS114307	129.78	NA	202	NA
synopGBS114308	129.78	NA	202	NA
synopGBS109821	130.78	NA	203	NA
synopGBS118059	130.78	NA	203	NA
synopGBS126265	130.78	NA	203	NA
synopGBS106267	130.78	NA	203	NA
synopGBS118795	130.78	NA	203	NA
synopGBS122955	130.78	NA	203	NA
synopGBS122728	130.78	NA	203	NA
synopGBS113791	131.78	NA	204	NA
IWA6894	132.43	NA	NA	132.98
IWA6895	132.43	NA	NA	132.98
synopGBS105980	132.78	NA	205	NA
synopGBS105981	132.78	NA	205	NA
synopGBS117825	132.78	NA	205	NA
synopGBS123357	132.78	NA	205	NA
synopGBS111039	132.78	NA	205	NA
synopGBS110549	133.78	NA	206	NA
synopGBS1476	135.78	111.15	210	NA
synopGBS104934	135.78	NA	208	NA
synopGBS115263	135.78	NA	208	NA
IWA3643	138.15	NA	NA	138.7
synopGBS115120	138.78	NA	213	NA
synopGBS120774	138.78	NA	213	NA
IWA3642	139.15	NA	NA	139.7
IWA3640	139.48	NA	NA	140.03
IWA3641	139.48	NA	NA	140.03
IWA3644	139.48	NA	NA	140.03
synopGBS121673	139.78	NA	214	NA
synopGBS121674	139.78	NA	214	NA
synopGBS127364	139.78	NA	214	NA
synopGBS106233	139.78	NA	214	NA
synopGBS116677	139.78	NA	214	NA
synopGBS122294	139.78	NA	215	NA
synopGBS108003	139.78	NA	215	NA
synopGBS118825	139.78	NA	215	NA
synopGBS116213	139.78	NA	215	NA
synopGBS101679	139.78	NA	215	NA
synopGBS101680	139.78	NA	215	NA
synopGBS105224	139.78	NA	215	NA
synopGBS110852	139.78	NA	215	NA
synopGBS114051	139.78	NA	215	NA
synopGBS118637	139.78	NA	215	NA
synopGBS121398	139.78	NA	215	NA
synopGBS116615	139.78	NA	215	NA
synopGBS114174	139.78	NA	216	NA
synopGBS114003	139.78	NA	216	NA
synopGBS116750	139.78	NA	216	NA
synopGBS128156	139.78	NA	216	NA
synopGBS128671	139.78	NA	216	NA
synopGBS103594	139.78	NA	216	NA
synopGBS112898	139.78	NA	216	NA
synopGBS112899	139.78	NA	216	NA
synopGBS103209	139.78	NA	216	NA
synopGBS111785	140.35	NA	217	NA
synopGBS119773	140.35	NA	217	NA
IWA5478	140.73	NA	NA	141.28
IWA7378	140.73	NA	NA	141.28
IWA6721	141.16	NA	NA	141.71
synopGBS110262	141.35	NA	218	NA
synopGBS110178	141.35	NA	218	NA
synopGBS107639	141.35	NA	218	NA
synopGBS105684	141.35	NA	218	NA
synopGBS108018	141.35	NA	218	NA
synopGBS767	142.35	117.72	220	NA
synopGBS122290	142.35	NA	219	NA
synopGBS101099	142.35	NA	219	NA
synopGBS101100	142.35	NA	219	NA
synopGBS124111	142.35	NA	219	NA
synopGBS124112	142.35	NA	219	NA
synopGBS102850	142.35	NA	219	NA
synopGBS106644	142.35	NA	219	NA
synopGBS120621	143.35	NA	220	NA
IWA6111	143.63	NA	NA	144.18
IWA6112	143.63	NA	NA	144.18
IWA7686	143.63	NA	NA	144.18
synopGBS116288	143.89	NA	221	NA
synopGBS118636	143.89	NA	221	NA
synopGBS126325	143.89	NA	221	NA
synopGBS127109	143.89	NA	221	NA
synopGBS109083	143.89	NA	221	NA
synopGBS109084	143.89	NA	221	NA
synopGBS109085	143.89	NA	221	NA
synopGBS109086	143.89	NA	221	NA
synopGBS110151	143.89	NA	221	NA
synopGBS110152	143.89	NA	221	NA
synopGBS112173	143.89	NA	221	NA
synopGBS113150	143.89	NA	221	NA
synopGBS113151	143.89	NA	221	NA
synopGBS113152	143.89	NA	221	NA
synopGBS113607	143.89	NA	221	NA
synopGBS118770	143.89	NA	221	NA
synopGBS119736	143.89	NA	221	NA
synopGBS121475	143.89	NA	221	NA
synopGBS123278	143.89	NA	221	NA
synopGBS123744	143.89	NA	221	NA
synopGBS128370	143.89	NA	221	NA
synopGBS107992	143.89	NA	221	NA
synopGBS108307	143.89	NA	221	NA
synopGBS108308	143.89	NA	221	NA
synopGBS108309	143.89	NA	221	NA
synopGBS108310	143.89	NA	221	NA
synopGBS109778	143.89	NA	221	NA
synopGBS104249	143.89	NA	221	NA
synopGBS108997	143.89	NA	221	NA
synopGBS122126	143.89	NA	221	NA
synopGBS128374	143.89	NA	221	NA
synopGBS102538	143.89	NA	221	NA
synopGBS102539	143.89	NA	221	NA
synopGBS104388	143.89	NA	221	NA
synopGBS125718	143.89	NA	221	NA
synopGBS125719	143.89	NA	221	NA
synopGBS125720	143.89	NA	221	NA
synopGBS106571	143.89	NA	221	NA
synopGBS110291	143.89	NA	221	NA
synopGBS110292	143.89	NA	221	NA
synopGBS110293	143.89	NA	221	NA
synopGBS110294	143.89	NA	221	NA
synopGBS113022	143.89	NA	221	NA
synopGBS125414	143.89	NA	221	NA
synopGBS122450	143.89	NA	221	NA
synopGBS125412	143.89	NA	221	NA
synopGBS125413	143.89	NA	221	NA
synopGBS128130	143.89	NA	221	NA
synopGBS129861	143.89	NA	221	NA
synopGBS129862	143.89	NA	221	NA
synopGBS107020	143.89	NA	221	NA
synopGBS107036	143.89	NA	221	NA
synopGBS108482	143.89	NA	221	NA
synopGBS848	144.05	120.26	221	NA
IWA6266	144.3	NA	NA	144.85
IWA7815	144.3	NA	NA	144.85
synopGBS1100	144.89	120.26	224	NA
synopGBS1208	144.89	120.26	224	NA
synopGBS1400	144.89	120.26	222	NA
synopGBS1411	144.89	120.26	223	NA
synopGBS1481	144.89	120.26	223	NA
synopGBS475	144.89	120.26	224	NA
synopGBS985	144.89	120.26	223	NA
synopGBS435	144.89	121.1	222	NA
synopGBS442	144.89	121.1	221	NA
synopGBS311	144.89	121.89	222	NA
synopGBS312	144.89	121.89	222	NA
synopGBS111491	144.89	NA	222	NA
synopGBS129085	144.89	NA	222	NA
synopGBS129086	144.89	NA	222	NA
synopGBS100637	144.89	NA	222	NA
synopGBS112287	144.89	NA	222	NA
synopGBS112874	144.89	NA	222	NA
synopGBS118477	144.89	NA	222	NA
synopGBS122430	144.89	NA	222	NA
synopGBS122431	144.89	NA	222	NA
synopGBS102512	144.89	NA	222	NA
synopGBS103810	144.89	NA	222	NA
synopGBS104785	144.89	NA	222	NA
synopGBS104786	144.89	NA	222	NA
synopGBS109598	144.89	NA	222	NA
synopGBS111997	144.89	NA	222	NA
synopGBS112032	144.89	NA	222	NA
synopGBS114198	144.89	NA	222	NA
synopGBS115329	144.89	NA	222	NA
synopGBS116170	144.89	NA	222	NA
synopGBS116171	144.89	NA	222	NA
synopGBS118245	144.89	NA	222	NA
synopGBS118621	144.89	NA	222	NA
synopGBS120018	144.89	NA	222	NA
synopGBS121599	144.89	NA	222	NA
synopGBS123799	144.89	NA	222	NA
synopGBS125032	144.89	NA	222	NA
synopGBS104534	144.89	NA	222	NA
synopGBS126047	144.89	NA	222	NA
synopGBS100262	144.89	NA	222	NA
synopGBS107164	144.89	NA	222	NA
synopGBS109009	144.89	NA	222	NA
synopGBS113326	144.89	NA	222	NA
synopGBS113327	144.89	NA	222	NA
synopGBS112772	144.89	NA	222	NA
synopGBS105597	144.89	NA	222	NA
synopGBS111309	144.89	NA	222	NA
synopGBS114586	144.89	NA	222	NA
synopGBS101217	144.89	NA	222	NA
synopGBS101218	144.89	NA	222	NA
synopGBS105048	144.89	NA	222	NA
synopGBS116947	144.89	NA	222	NA
synopGBS116948	144.89	NA	222	NA
synopGBS122132	144.89	NA	222	NA
synopGBS127646	144.89	NA	222	NA
synopGBS125583	144.89	NA	222	NA
synopGBS113498	144.89	NA	223	NA
synopGBS113499	144.89	NA	223	NA
synopGBS124927	144.89	NA	223	NA
synopGBS124928	144.89	NA	223	NA
synopGBS124984	144.89	NA	223	NA
synopGBS124985	144.89	NA	223	NA
synopGBS124986	144.89	NA	223	NA
synopGBS124987	144.89	NA	223	NA
synopGBS126954	144.89	NA	223	NA
synopGBS126955	144.89	NA	223	NA
synopGBS100609	144.89	NA	223	NA
synopGBS101918	144.89	NA	223	NA
synopGBS109253	144.89	NA	223	NA
synopGBS110411	144.89	NA	223	NA
synopGBS111648	144.89	NA	223	NA
synopGBS111649	144.89	NA	223	NA
synopGBS111650	144.89	NA	223	NA
synopGBS114247	144.89	NA	223	NA
synopGBS114823	144.89	NA	223	NA
synopGBS117690	144.89	NA	223	NA
synopGBS121082	144.89	NA	223	NA
synopGBS127796	144.89	NA	223	NA
synopGBS127797	144.89	NA	223	NA
synopGBS128138	144.89	NA	223	NA
synopGBS128139	144.89	NA	223	NA
synopGBS128039	144.89	NA	223	NA
synopGBS129014	144.89	NA	223	NA
synopGBS101512	144.89	NA	223	NA
synopGBS103332	144.89	NA	223	NA
synopGBS112123	144.89	NA	223	NA
synopGBS106621	144.89	NA	223	NA
synopGBS107363	144.89	NA	224	NA
synopGBS127347	144.89	NA	224	NA
synopGBS100267	144.89	NA	224	NA
synopGBS100268	144.89	NA	224	NA
synopGBS109860	144.89	NA	224	NA
synopGBS120797	144.89	NA	224	NA
synopGBS116684	144.89	NA	224	NA
synopGBS116685	144.89	NA	224	NA
IWA4280	146.91	NA	NA	147.46
IWA6516	148.43	NA	NA	148.98
synopGBS1236	148.69	125.69	242	NA
synopGBS1446	149.53	124.92	240	NA
synopGBS876	149.53	124.92	240	NA
synopGBS489	149.53	126.53	239	NA
synopGBS63	149.53	126.53	239	NA
synopGBS692	149.53	126.53	238	NA
synopGBS273	149.53	127.42	239	NA
synopGBS64	149.53	127.42	239	NA
synopGBS110793	149.53	NA	237	NA
synopGBS110794	149.53	NA	237	NA
synopGBS103623	149.53	NA	237	NA
synopGBS103624	149.53	NA	237	NA
synopGBS105639	149.53	NA	237	NA
synopGBS105640	149.53	NA	237	NA
synopGBS111558	149.53	NA	237	NA
synopGBS114235	149.53	NA	237	NA
synopGBS116693	149.53	NA	237	NA
synopGBS121409	149.53	NA	237	NA
synopGBS113813	149.53	NA	237	NA
synopGBS102652	149.53	NA	237	NA
synopGBS110034	149.53	NA	238	NA
synopGBS102702	149.53	NA	238	NA
synopGBS101571	149.53	NA	238	NA
synopGBS112365	149.53	NA	238	NA
synopGBS126622	149.53	NA	238	NA
synopGBS129407	149.53	NA	238	NA
synopGBS117159	149.53	NA	238	NA
synopGBS120835	149.53	NA	238	NA
synopGBS128704	149.53	NA	238	NA
synopGBS128294	149.53	NA	238	NA
synopGBS114911	149.53	NA	238	NA
synopGBS114912	149.53	NA	238	NA
synopGBS114913	149.53	NA	238	NA
synopGBS108325	149.53	NA	238	NA
synopGBS127777	149.53	NA	238	NA
synopGBS105385	149.53	NA	239	NA
synopGBS117021	149.53	NA	239	NA
synopGBS121489	149.53	NA	239	NA
synopGBS125909	149.53	NA	239	NA
synopGBS125910	149.53	NA	239	NA
synopGBS110676	149.53	NA	239	NA
synopGBS115109	149.53	NA	239	NA
synopGBS116805	149.53	NA	239	NA
synopGBS116806	149.53	NA	239	NA
synopGBS129778	149.53	NA	239	NA
synopGBS116464	149.53	NA	239	NA
synopGBS128427	149.53	NA	239	NA
synopGBS128428	149.53	NA	239	NA
synopGBS128429	149.53	NA	239	NA
synopGBS129424	149.53	NA	239	NA
synopGBS113206	149.53	NA	239	NA
synopGBS116110	149.53	NA	239	NA
synopGBS108696	149.53	NA	240	NA
synopGBS122800	149.53	NA	240	NA
synopGBS126348	149.53	NA	241	NA
synopGBS126349	149.53	NA	241	NA
synopGBS127530	149.53	NA	241	NA
synopGBS124315	149.53	NA	241	NA
synopGBS109687	149.53	NA	241	NA
synopGBS109688	149.53	NA	241	NA
synopGBS117860	149.53	NA	241	NA
synopGBS114908	149.53	NA	241	NA
synopGBS114909	149.53	NA	241	NA
synopGBS114910	149.53	NA	241	NA
synopGBS116694	149.53	NA	241	NA
synopGBS105703	149.53	NA	242	NA
synopGBS104096	149.53	NA	242	NA
synopGBS128021	149.53	NA	242	NA
synopGBS123004	149.69	NA	243	NA
synopGBS126062	149.69	NA	243	NA
synopGBS101426	149.69	NA	243	NA
IWA5672	149.86	NA	NA	150.41
IWA2335	151.37	NA	NA	151.92
IWA2336	151.37	NA	NA	151.92
IWA8187	151.37	NA	NA	151.92
synopGBS1330	152.96	129.96	253	NA
synopGBS119439	152.96	NA	249	NA
synopGBS119440	152.96	NA	249	NA
synopGBS126063	152.96	NA	250	NA
synopGBS122507	152.96	NA	250	NA
synopGBS126121	152.96	NA	250	NA
synopGBS126122	152.96	NA	250	NA
synopGBS128198	152.96	NA	250	NA
synopGBS128199	152.96	NA	251	NA
synopGBS126847	152.96	NA	251	NA
synopGBS107123	152.96	NA	252	NA
synopGBS128197	152.96	NA	252	NA
synopGBS104668	152.96	NA	252	NA
synopGBS113258	152.96	NA	255	NA
synopGBS113259	152.96	NA	255	NA
synopGBS100275	152.96	NA	255	NA
synopGBS101706	152.96	NA	255	NA
synopGBS101982	152.96	NA	255	NA
synopGBS101983	152.96	NA	255	NA
synopGBS126013	152.96	NA	255	NA
synopGBS125286	152.96	NA	255	NA
synopGBS100888	152.96	NA	255	NA
IWA1730	153.17	NA	NA	153.72
IWA3105	153.17	NA	NA	153.72
IWA8252	153.17	NA	NA	153.72
synopGBS106515	153.96	NA	256	NA
synopGBS106516	153.96	NA	256	NA
synopGBS127049	153.96	NA	256	NA
synopGBS127050	153.96	NA	256	NA
synopGBS113257	153.96	NA	256	NA
synopGBS106759	153.96	NA	256	NA
synopGBS106760	153.96	NA	256	NA
synopGBS106761	153.96	NA	256	NA
synopGBS116859	153.96	NA	256	NA
synopGBS116860	153.96	NA	256	NA
synopGBS123096	153.96	NA	256	NA
synopGBS100019	153.96	NA	256	NA
synopGBS118305	153.96	NA	256	NA
synopGBS116065	154.53	NA	257	NA
synopGBS119839	154.53	NA	257	NA
synopGBS125336	154.53	NA	257	NA
synopGBS101948	155.53	NA	258	NA
synopGBS101949	155.53	NA	258	NA
synopGBS105282	155.53	NA	258	NA
synopGBS105283	155.53	NA	258	NA
synopGBS101540	155.53	NA	258	NA
synopGBS123737	156.53	NA	259	NA
synopGBS122858	156.53	NA	259	NA
synopGBS101237	157.53	NA	260	NA
synopGBS101238	157.53	NA	260	NA
synopGBS100149	157.53	NA	260	NA
synopGBS100846	157.53	NA	260	NA
synopGBS103002	157.53	NA	260	NA
synopGBS118335	157.53	NA	260	NA
synopGBS117751	159.53	NA	262	NA
synopGBS116527	159.53	NA	262	NA
synopGBS108459	160.53	NA	263	NA
synopGBS108460	160.53	NA	263	NA
IWA3881	160.59	NA	NA	161.14
synopGBS127	161.53	138.53	264	NA
synopGBS128	161.53	138.53	264	NA
synopGBS117784	164.53	NA	267	NA
synopGBS124519	164.53	NA	267	NA
synopGBS103008	165.53	NA	268	NA
synopGBS125245	165.53	NA	268	NA
synopGBS129675	165.53	NA	268	NA
synopGBS119966	166.53	NA	269	NA
synopGBS107733	166.53	NA	269	NA
synopGBS107734	166.53	NA	269	NA
synopGBS113137	166.53	NA	269	NA
synopGBS113138	166.53	NA	269	NA
synopGBS122220	168.53	NA	271	NA
synopGBS124164	168.53	NA	271	NA
synopGBS111532	169.53	NA	272	NA
synopGBS129506	169.53	NA	272	NA
synopGBS127231	169.53	NA	272	NA
synopGBS129381	169.53	NA	272	NA
synopGBS49	169.73	146.73	274	NA
synopGBS794	169.73	146.73	275	NA
synopGBS109080	169.73	NA	273	NA
synopGBS109081	169.73	NA	273	NA
synopGBS108783	169.73	NA	274	NA
synopGBS108784	169.73	NA	274	NA
IWA945	170	NA	NA	170.55
synopGBS107483	170.51	NA	278	NA
synopGBS105382	170.51	NA	281	NA
IWA1772	171.03	NA	NA	171.58
IWA3164	171.03	NA	NA	171.58
IWA3165	171.03	NA	NA	171.58
IWA5139	171.03	NA	NA	171.58
synopGBS113932	171.51	NA	282	NA
